left_id,left_bits,right_id,right_bits,xor_bits,xor_member,xor_member_id,left_fields,right_fields,xor_fields
V01,00000010101,V02,00001010001,00001000100,False,,Delta_Y=00 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=01,Delta_Y=00 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=01,Delta_Y=00 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=00
V09,11000000011,V05,01001010000,10001010011,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=01 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=00,Delta_Y=10 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=11
V09,11000000011,V06,10001000110,01001000101,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=10 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=10,Delta_Y=01 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=01
V09,11000000011,V07,10100010111,01100010100,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=10 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=11,Delta_Y=01 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=00
V09,11000000011,V08,10101010011,01101010000,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=10 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=11,Delta_Y=01 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=00
V09,11000000011,V10,11001000111,00001000100,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=00 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=00
V09,11000000011,V11,11100010110,00100010101,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=00 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=01
V09,11000000011,V12,11101010010,00101010001,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=00 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=01
V10,11001000111,V01,00000010101,11001010010,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=00 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=01,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10
V10,11001000111,V02,00001010001,11000010110,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=00 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=01,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10
V10,11001000111,V04,01000010100,10001010011,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=01 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=00,Delta_Y=10 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=11
V10,11001000111,V05,01001010000,10000010111,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=01 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=00,Delta_Y=10 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=11
V10,11001000111,V07,10100010111,01101010000,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=10 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=11,Delta_Y=01 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=00
V10,11001000111,V08,10101010011,01100010100,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=10 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=11,Delta_Y=01 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=00
V10,11001000111,V09,11000000011,00001000100,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=00 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=00
V10,11001000111,V11,11100010110,00101010001,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=00 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=01
V10,11001000111,V12,11101010010,00100010101,False,,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=00 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=01
V11,11100010110,V01,00000010101,11100000011,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=00 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=01,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11
V11,11100010110,V02,00001010001,11101000111,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=00 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=01,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11
V11,11100010110,V04,01000010100,10100000010,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=01 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=00,Delta_Y=10 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=10
V11,11100010110,V05,01001010000,10101000110,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=01 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=00,Delta_Y=10 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=10
V11,11100010110,V06,10001000110,01101010000,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=10 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=10,Delta_Y=01 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=00
V11,11100010110,V08,10101010011,01001000101,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=10 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=11,Delta_Y=01 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=01
V11,11100010110,V09,11000000011,00100010101,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=00 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=01
V11,11100010110,V10,11001000111,00101010001,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=00 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=01
V11,11100010110,V12,11101010010,00001000100,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=00 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=00
V12,11101010010,V01,00000010101,11101000111,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=00 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=01,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11
V12,11101010010,V02,00001010001,11100000011,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=00 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=01,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11
V12,11101010010,V04,01000010100,10101000110,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=01 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=00,Delta_Y=10 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=10
V12,11101010010,V05,01001010000,10100000010,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=01 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=00,Delta_Y=10 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=10
V12,11101010010,V06,10001000110,01100010100,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=10 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=10,Delta_Y=01 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=00
V12,11101010010,V07,10100010111,01001000101,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=10 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=11,Delta_Y=01 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=01
V12,11101010010,V09,11000000011,00101010001,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=11 | Delta_Cout=0 | Delta_RA=00 | Delta_RD=00 | Delta_R0=00 | Delta_T=11,Delta_Y=00 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=01
V12,11101010010,V10,11001000111,00100010101,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=11 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=11,Delta_Y=00 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=01
V12,11101010010,V11,11100010110,00001000100,False,,Delta_Y=11 | Delta_Cout=1 | Delta_RA=01 | Delta_RD=01 | Delta_R0=00 | Delta_T=10,Delta_Y=11 | Delta_Cout=1 | Delta_RA=00 | Delta_RD=01 | Delta_R0=01 | Delta_T=10,Delta_Y=00 | Delta_Cout=0 | Delta_RA=01 | Delta_RD=00 | Delta_R0=01 | Delta_T=00
